hours_of_sleep,screen_time,caffeine_intake,steps_walked,stress_level,exercise_minutes,alcohol_units,ambient_light,weekday,bedtime_hour,late_bed,active,sleep_good_prob,sleep_quality
7.715728476695198,1.8028063889946846,1,7255,4,5,0,medium,weekday,23.61,1,0,0.33663400927668086,poor
8.749194295732503,3.058587279316515,2,4510,7,20,1,low,weekday,22.35,1,0,0.19441309678152963,poor
8.15579210364096,1.4139052291305203,0,8769,5,9,0,low,weekday,23.07,1,1,0.8742769178567604,good
7.074537962400218,5.524709913788194,1,7218,5,37,0,low,weekday,19.75,0,1,0.2420489172280188,poor
6.191329027868033,5.558200861844518,2,3557,3,48,1,low,weekday,22.59,1,1,0.020057328979944944,poor
7.872779142016987,3.5516969978165167,1,2504,9,29,0,high,weekday,2.69,0,0,0.35556684921035675,poor
7.491856731777187,5.0909761142483285,0,1619,10,44,1,low,weekday,21.57,0,1,0.3063849384747388,poor
8.118991525034666,0.6328573834906314,0,6563,5,24,0,low,weekday,23.27,1,0,0.7302481076978062,good
7.793964752102462,5.7441827844646856,1,7717,6,58,1,low,weekend,20.47,0,1,0.25467792961109725,poor
8.311940894149169,3.3098855794411994,2,7952,3,3,0,low,weekday,22.22,1,0,0.25478312422189,poor
6.33095598554929,1.4890879524445242,1,5646,10,60,0,low,weekend,21.1,0,1,0.24126189750823213,poor
8.646742582042908,1.3620114245890658,0,2529,7,7,0,low,weekday,23.64,1,0,0.7132862590571908,good
7.2469995058654995,7.088660408036212,1,3953,9,25,1,high,weekday,23.32,1,0,0.04762539883665584,poor
9.59407609078158,4.471290793301052,4,9457,9,0,2,low,weekend,21.05,0,1,0.016935708779419967,poor
6.13851522738804,2.2207370909150903,2,4546,10,37,0,low,weekday,23.13,1,1,0.014095088321652294,poor
9.169954753956562,0.6250037731700668,2,6430,10,28,0,low,weekend,23.19,1,0,0.5338307730248995,good
7.247388479328309,5.943392528900766,2,2773,5,43,0,low,weekday,23.26,1,1,0.08020401502620433,poor
6.18572749548194,0.9104957733607788,2,7009,7,0,0,low,weekday,0.28,0,0,0.08959895903835247,poor
6.395142707432098,1.856896799446781,2,4626,3,28,1,low,weekday,1.35,0,0,0.03225760421054791,poor
6.5995658647571,2.218307003343061,0,9140,6,35,0,high,weekend,22.08,1,1,0.47305942533418843,poor
7.530207433002396,1.3437491785294964,1,8320,8,0,1,low,weekend,22.54,1,1,0.1318439846693048,poor
7.653544360044375,2.1403959011170826,1,4512,8,38,1,medium,weekday,22.74,1,1,0.2437570092734177,poor
6.282874995076776,2.4863822451432047,2,5620,2,0,0,low,weekday,21.05,0,0,0.07060148406866074,poor
6.969556759673772,2.1052862640236105,1,4346,6,21,1,low,weekday,21.49,0,0,0.10891253051649441,poor
9.67783794826483,3.171208707725188,1,1741,7,60,0,low,weekend,23.84,1,1,0.8994294211561533,good
9.159428962625888,7.264025549850993,1,3427,7,21,0,low,weekday,1.89,0,0,0.6073514523305642,good
7.54540458709254,0.6585793137786188,1,6594,3,7,1,low,weekday,21.44,0,0,0.27474094512061165,poor
7.04750434771025,2.8181170178741,1,6975,9,23,0,low,weekday,2.44,0,0,0.19281868520071033,poor
7.150039158397827,0.9201969943708455,0,6445,2,27,0,medium,weekend,22.15,1,0,0.6049001670043535,good
7.76689746591302,0.5919640426805481,3,5094,3,47,1,low,weekday,0.82,0,1,0.09688587440443053,poor
5.7215092935019936,4.827860168677714,3,8799,2,28,0,low,weekend,23.64,1,1,0.0,poor
6.678279328220818,3.000719782894174,3,6190,9,44,0,high,weekend,23.29,1,1,0.017295713395417356,poor
4.914269907653013,0.5515795228085277,0,8109,4,27,0,low,weekday,22.36,1,1,0.11787543098280728,poor
7.499028903256599,2.138841786531142,0,678,2,6,0,medium,weekday,23.02,1,0,0.5235728047745154,good
7.8089949246284265,1.1418702859845913,0,0,3,0,1,low,weekday,21.93,0,0,0.5751792936355367,good
6.396016922125782,2.199006986189496,1,6851,4,34,0,low,weekday,0.42,0,1,0.2100794213293059,poor
8.967483454112541,4.096051902713125,0,1725,10,0,0,low,weekday,0.68,0,0,0.7330745649073307,good
5.4677929212470735,3.806347627981361,0,5362,6,0,1,low,weekend,22.02,1,0,0.010438528342870956,poor
5.169531399737725,1.8134887459967506,0,5093,5,0,0,low,weekend,20.54,0,0,0.09480822578810932,poor
7.280564773199965,4.984529005647012,0,10762,3,42,1,medium,weekend,22.51,1,1,0.41918087253314784,poor
8.308872878265193,6.285705306779105,2,7199,10,0,1,medium,weekend,1.98,0,0,0.05874425414801587,poor
9.104909614322336,4.143850233146138,1,6497,8,36,1,medium,weekday,23.35,1,1,0.5157545779430303,good
6.426394671413825,1.5703134467760542,0,8510,8,0,0,medium,weekday,0.73,0,1,0.400106283694013,poor
8.348351041789119,2.2565024890764946,2,7105,7,21,0,medium,weekday,21.61,0,0,0.34913687190370746,poor
6.951864413124116,7.111954293219581,1,4626,3,23,1,low,weekday,22.27,1,0,0.0,poor
6.784215875073976,1.92680913420666,3,9214,1,20,0,medium,weekday,22.53,1,1,0.06876570543115201,poor
8.10457492185834,3.814895789821477,3,2670,5,8,0,low,weekday,21.24,0,0,0.14962597105193642,poor
7.815403598016775,1.3274551584905292,3,6969,1,0,0,medium,weekend,23.25,1,0,0.10913308893094109,poor
5.029509803769688,5.008617928471682,2,1357,6,25,0,medium,weekend,21.77,0,0,0.0,poor
8.84567543715737,1.1947822566257473,2,6611,7,38,0,low,weekend,0.42,0,1,0.6777886726410547,good
8.725114192684314,2.334475917274643,1,6578,5,41,1,low,weekday,23.13,1,1,0.596718495543781,good
6.218046623113088,3.7192378173918037,4,11029,4,27,0,medium,weekend,1.22,0,1,0.0,poor
7.494754416796761,8.089521592575922,1,1305,2,31,0,low,weekday,20.48,0,1,0.2643708382401999,poor
7.617537732853424,2.959854515938539,0,4197,5,5,1,low,weekday,22.2,1,0,0.31475063179601737,poor
7.325842207279884,2.0250772390563894,3,8468,9,36,0,low,weekday,22.39,1,1,0.08834098730205253,poor
6.312118557693225,1.903529544814615,0,7005,4,35,1,low,weekday,23.69,1,1,0.15756267960553738,poor
6.160470790077436,4.858824143589423,1,6540,2,17,0,low,weekend,22.37,1,0,0.019492209968580143,poor
6.968057411260693,3.5067981259707017,0,3131,6,26,1,low,weekday,1.58,0,0,0.22824902592436724,poor
8.465911274074205,4.0389232969073205,2,4227,8,24,0,low,weekday,22.72,1,0,0.22585600799179495,poor
7.67950019324304,6.779992279972142,1,9735,2,36,1,medium,weekday,21.64,0,1,0.3296665873696609,poor
6.536732084892368,2.6181705268008906,1,5845,9,0,0,low,weekend,22.76,1,0,0.09366609169692441,poor
7.9646233883104305,3.329875752918637,0,7126,7,0,0,low,weekday,22.51,1,0,0.4987257654846178,poor
3.4393217242124057,1.8825313807246673,2,5654,2,0,0,low,weekend,0.39,0,0,0.010838454814164344,poor
8.43595712546513,1.2825149580688526,0,2450,5,13,1,low,weekday,22.38,1,0,0.6316939329556545,good
4.825357776527376,1.5129981686788199,0,8801,5,36,0,high,weekday,20.72,0,1,0.15573187080379747,poor
6.546948823246085,0.14026344803237356,0,7509,7,0,0,medium,weekday,23.27,1,0,0.2612351418549931,poor
5.600412631717321,3.6923261259964475,1,12916,5,27,0,low,weekday,22.02,1,1,0.08086001856851566,poor
5.381648155348868,3.424229158565632,0,2953,6,54,0,low,weekday,21.27,0,1,0.14951396512193005,poor
8.45103348422315,3.6365153008024236,2,8467,9,31,0,medium,weekend,23.03,1,1,0.32297752408508107,poor
6.415373498360136,1.2074447188008182,2,2065,3,0,1,low,weekend,22.8,1,0,0.0,poor
7.433129852163395,1.535731152453802,1,6472,3,38,1,low,weekday,22.67,1,1,0.3166805301361122,poor
6.94134927640102,1.4931191170932756,0,8929,8,31,1,low,weekday,23.39,1,1,0.3087038158257308,poor
7.596301034028902,5.346345324947598,0,0,10,16,1,high,weekday,22.13,1,0,0.17446277882574768,poor
7.0960273638253195,2.8786476296358137,1,5385,6,29,0,low,weekend,23.17,1,0,0.24180511507503843,poor
5.396259719764288,2.596705988164551,0,4310,10,0,1,low,weekday,22.12,1,0,0.017420975744810385,poor
8.245333524308926,4.3039662254423865,1,3894,3,26,0,low,weekend,0.23,0,0,0.5489245954529127,good
6.382804271048359,1.4974614155308215,0,7155,2,36,1,low,weekend,22.96,1,1,0.22977341463763157,poor
5.054272626675312,3.271157204537599,0,9362,2,7,0,low,weekday,1.62,0,1,0.1549271411959624,poor
6.464856048792609,8.785443973958424,1,5600,2,13,1,low,weekday,22.26,1,0,0.04067964830929227,poor
8.875949738292888,5.924721121387614,1,6616,5,10,0,medium,weekend,23.54,1,0,0.4910516462436384,poor
8.062777177641866,3.2352564606792695,2,6342,5,13,0,low,weekday,0.69,0,0,0.2626561186363007,poor
6.564184831990176,2.671675661623439,0,6005,1,4,0,low,weekday,23.8,1,0,0.3022739071382683,poor
6.563427869601964,3.6140545252706104,0,2731,2,5,0,low,weekday,23.21,1,0,0.22675460463354535,poor
6.597956185978272,6.480504300533139,0,9325,2,37,0,medium,weekday,23.5,1,1,0.2914822097585342,poor
9.595934979451052,6.175741491112621,0,6885,4,0,1,low,weekday,23.76,1,0,0.6848908553844577,good
7.477419315289442,7.212874793504149,0,7184,7,29,1,low,weekday,23.45,1,0,0.10041425167255513,poor
7.537552058988837,3.000451411810989,0,3580,3,37,0,medium,weekday,22.98,1,1,0.6849558984882282,good
8.287854317539804,0.24717580496564914,1,4622,5,0,0,low,weekend,0.11,0,0,0.6450699139550953,good
7.298486448783142,8.380785272682669,1,5471,9,23,0,medium,weekday,22.87,1,0,0.033973196425055474,poor
6.676197317724121,1.2799773189803914,0,1397,5,2,1,low,weekday,21.52,0,0,0.185862377458355,poor
6.7545626886437775,4.254807601809538,0,935,9,53,0,low,weekday,2.09,0,1,0.41215223294102954,poor
6.9104984257324205,0.25428840078362297,1,4197,1,19,0,low,weekend,0.32,0,0,0.41093871729860043,poor
6.953472204362698,2.555513777699523,0,7567,9,61,0,low,weekday,21.63,0,1,0.6237878541476054,good
7.909536929546225,1.9296272596173067,2,4040,5,58,0,medium,weekday,22.63,1,1,0.43366167020788415,poor
7.064932357259124,7.223726204127242,0,2943,8,32,0,low,weekday,22.15,1,1,0.20869347509982605,poor
7.915800096519474,3.265443703631823,3,3555,5,78,0,low,weekday,22.25,1,1,0.23268740241858166,poor
6.899104274864272,2.5350520782042896,1,4633,6,0,0,medium,weekday,0.3,0,0,0.16599975659902877,poor
7.098293987895113,3.5314777146113885,1,4938,8,61,0,medium,weekday,22.5,1,1,0.2889732993760581,poor
4.502249144334865,0.06867387102702979,1,12496,2,18,0,low,weekday,1.87,0,1,0.06314261812059019,poor
8.145409593378101,1.467856688756585,5,9163,3,21,0,low,weekend,20.35,0,1,0.07767521143566902,poor
7.433110594872491,1.6686579527005905,0,9074,9,13,0,low,weekday,22.96,1,1,0.5532478670174377,good
8.247512637324565,3.937915235873625,2,9505,5,0,0,medium,weekend,21.0,0,1,0.39016571213444207,poor
3.3796807772578883,1.0365500450113125,1,3003,5,39,0,medium,weekday,23.49,1,1,0.03802878559357348,poor
9.61046838097591,2.904816550871491,0,2332,9,0,1,low,weekday,23.67,1,0,0.6732652083273631,good
6.825512964806033,2.349991301814952,1,2679,10,10,0,low,weekend,0.35,0,0,0.15434925567702407,poor
8.385228520921896,1.5378650492213253,0,10003,3,11,1,low,weekday,21.16,0,1,0.7749850136221699,good
5.700117591093086,1.6255248303995273,0,4358,4,49,0,low,weekday,23.65,1,1,0.18695741353766548,poor
7.765967381328212,2.333262655900537,0,2245,7,23,0,medium,weekday,21.69,0,0,0.594600625701138,good
5.68323054603293,0.35529795506272915,1,4707,2,0,0,low,weekday,23.14,1,0,0.03993130335372741,poor
6.220288799130244,4.345125955537615,1,5284,8,2,0,low,weekday,22.34,1,0,0.0823053895225695,poor
9.392539192333484,1.2718873939142656,1,6805,5,0,0,low,weekday,21.1,0,0,0.90175991986239,good
6.761646999045817,2.029892639545183,2,6752,1,37,1,low,weekend,0.08,0,1,0.1343023026422927,poor
7.271791091474654,7.048998861805789,2,3515,3,0,1,low,weekday,22.61,1,0,0.047171533264098287,poor
8.087584663360943,4.397229414175848,0,8056,9,9,0,medium,weekend,0.29,0,1,0.7230442539755452,good
7.619602359965755,0.8677326181225047,2,4082,5,68,0,medium,weekday,0.39,0,1,0.48081837328507104,poor
7.188023631429471,0.047560305114346196,0,5531,8,40,0,low,weekday,0.97,0,1,0.6951285269637371,good
7.4562012530827815,3.640624310344896,3,8060,1,0,0,medium,weekday,22.24,1,1,0.062371627320095824,poor
10.004269481547844,2.0951077359994987,1,4074,7,45,1,medium,weekday,21.61,0,1,0.8875814542157747,good
6.9279765037080185,2.917846400055572,0,4291,7,7,0,low,weekday,0.8,0,0,0.3417599365648044,poor
7.251373808393709,4.295733929262776,2,7775,8,45,1,low,weekday,23.15,1,1,0.05228219270029233,poor
8.313317995009514,4.775256357173233,1,3426,3,14,0,low,weekend,1.02,0,0,0.4962991410735197,poor
8.38190741619748,1.7792379171440293,2,4845,1,0,0,low,weekday,21.23,0,0,0.45543208246543987,poor
8.483787881950475,2.3033358727824895,0,7667,9,0,0,medium,weekday,0.03,0,0,0.7300943488388605,good
7.79841277753648,3.3415992179420755,4,12162,1,32,0,low,weekday,23.06,1,1,0.10801248391797469,poor
5.571243859086896,3.5014332525303375,0,7816,6,47,0,medium,weekend,22.94,1,1,0.17774301685825966,poor
9.04178941537637,2.8966106503705285,0,7417,9,34,0,medium,weekday,22.52,1,1,0.9311415746149534,good
5.56706825872664,6.53506895753427,1,7592,2,14,0,low,weekday,21.33,0,0,0.01838203857373255,poor
7.378294331548791,3.4733022857769313,0,2780,4,0,0,medium,weekday,24.0,1,0,0.37588657336124365,poor
6.057155187475803,4.251498119788083,2,6346,2,9,0,low,weekday,22.41,1,0,0.05186643963324111,poor
6.919827066758759,3.08073237853519,2,5910,4,0,0,low,weekday,23.32,1,0,0.03933987161082031,poor
7.41095301287935,1.0293487368145606,1,6964,2,59,0,low,weekday,1.9,0,1,0.718862947878552,good
7.401696519312841,1.46379276934416,0,6349,1,15,0,low,weekday,22.19,1,0,0.6396366476350805,good
7.527400942794106,0.8318206933521066,0,7139,3,32,0,low,weekday,22.55,1,1,0.7668864776828447,good
9.017139086323308,5.146863380210656,1,5065,8,16,0,medium,weekend,22.76,1,0,0.5446402303849285,good
7.566917876892475,0.5481332389879247,3,6175,5,35,0,medium,weekday,22.41,1,1,0.14933214148863405,poor
6.6948042058866895,2.2297612246339886,0,2316,4,42,0,low,weekday,22.46,1,1,0.42526959026475186,poor
8.205108960360446,1.8606941110401345,0,5040,5,83,0,low,weekday,0.05,0,1,0.9013995652911342,good
8.486838111155802,1.8208556987973719,1,10172,6,13,0,low,weekday,0.99,0,1,0.7446094492865105,good
5.46549023107876,1.9536442431187653,0,6956,6,51,0,medium,weekday,23.19,1,1,0.12885397587376235,poor
7.746750087312322,7.363278680580173,1,5937,5,31,1,low,weekday,0.11,0,1,0.20699776657187297,poor
7.876465927888622,0.3246860529474819,1,11688,6,10,0,medium,weekday,22.74,1,1,0.5683750111742236,good
6.62804562080001,5.99564636543554,0,1917,9,12,0,medium,weekday,22.7,1,0,0.09407774905172284,poor
8.719633516639524,2.0902819441842886,0,2671,5,36,0,medium,weekend,22.4,1,1,0.8625604498674471,good
6.812430516209342,4.5613538981018165,1,11138,6,17,0,medium,weekday,21.85,0,1,0.22466496385654167,poor
7.156970566839428,2.657740917167536,3,6137,4,27,1,medium,weekday,0.85,0,0,0.0,poor
6.783660219645163,0.918952227347685,1,5272,3,41,0,low,weekday,22.25,1,1,0.4368106978961185,poor
7.0194738094768345,6.383058556821894,2,2402,6,87,1,low,weekday,23.92,1,1,0.04729036027128497,poor
5.629656141380998,5.734403618287597,1,7343,5,25,0,medium,weekday,21.74,0,0,0.026708131603817575,poor
5.199936396757132,0.9868012927194916,0,7633,4,0,0,high,weekday,23.07,1,0,0.060254322587268594,poor
8.993131329031215,3.8395550361288073,0,2716,5,34,1,medium,weekday,23.0,1,1,0.8410297890789489,good
5.94129831460209,1.5228282517404717,1,5579,7,12,0,low,weekday,21.76,0,0,0.11388615760702103,poor
5.760759563179616,0.5748643443396872,0,4993,1,72,0,medium,weekday,22.48,1,1,0.4970603555615962,poor
4.308262357995357,1.274751862225213,1,6767,1,12,0,low,weekend,21.4,0,0,0.049452339681861024,poor
6.201297815388122,6.135170703257092,1,2642,1,25,1,high,weekday,23.03,1,0,0.046471528325250366,poor
5.346137758240627,4.638718481013148,0,9755,2,40,0,low,weekday,20.36,0,1,0.174391836232193,poor
9.052518950170462,1.972394889426738,1,8747,9,37,0,high,weekday,22.91,1,1,0.7628558039004538,good
8.262271361678293,6.15460588366104,1,4910,5,59,0,low,weekday,23.98,1,1,0.4936594125460654,poor
6.139812068527846,5.440742963942229,1,5350,9,41,1,high,weekday,22.98,1,1,0.0,poor
9.815544756680385,1.2765640982413409,2,5590,5,83,0,low,weekday,21.95,0,1,0.9293615450293208,good
8.227206858739493,7.16989810902604,1,3665,7,36,0,medium,weekday,22.03,1,1,0.40466602985536027,poor
6.593960770614222,1.8455329920041932,1,4669,6,57,0,high,weekday,0.81,0,1,0.28179112545505625,poor
3.8757428564080336,2.058852051876537,1,5189,2,13,1,medium,weekday,23.24,1,0,0.00748445480791915,poor
9.863678215738428,0.33554721445109176,2,10838,3,74,1,medium,weekday,0.27,0,1,0.9282260340608728,good
5.263034416545505,1.4982598744234588,2,8839,5,16,0,low,weekday,0.41,0,1,0.0,poor
4.943251566303886,2.2434142001693096,0,8803,4,62,0,low,weekend,22.33,1,1,0.15635305257088017,poor
8.27821304001205,3.144399130355917,1,7109,6,47,0,medium,weekday,21.5,0,1,0.6644500761781011,good
10.04969050792409,0.9220371417169994,2,2648,8,26,0,low,weekday,23.97,1,0,0.7411750161565067,good
8.730341023138148,1.3294486011665407,1,5875,8,62,0,medium,weekday,21.71,0,1,0.8977803138973196,good
7.704886400065449,7.274246912220247,0,8911,3,24,0,medium,weekday,22.11,1,1,0.5993539878577541,good
7.743442927081608,5.198365456442472,0,2225,4,59,0,low,weekend,23.16,1,1,0.6812487003950158,good
8.066769448475384,5.860407256120281,1,7909,1,34,0,low,weekday,22.62,1,1,0.5496979990776857,good
7.948660737233457,2.393266540213754,0,12967,2,15,1,low,weekday,19.53,0,1,0.7568399526083501,good
7.3514892799617195,3.213220660697881,1,9185,9,33,0,low,weekday,21.15,0,1,0.40140734655641663,poor
7.130251379939845,3.9001791226637557,0,10242,10,25,0,medium,weekday,0.51,0,1,0.4817163025757072,poor
6.921758590125597,7.204029118572932,0,6655,10,13,0,medium,weekday,22.88,1,0,0.11634739200245348,poor
6.057544263916655,0.5613873648247594,1,8903,2,30,0,low,weekday,0.1,0,1,0.2575735100939328,poor
6.6491561539165325,1.6297577405448311,0,3846,6,35,0,low,weekday,21.78,0,1,0.5108922202822392,good
4.883803982255769,3.0018692220486436,2,8387,7,0,0,medium,weekday,21.33,0,1,0.0,poor
6.877075466506563,2.6704879976512714,0,7963,6,37,0,low,weekday,0.08,0,1,0.5625241505716945,good
5.764261116061354,1.31460437639549,1,6869,8,43,0,low,weekend,0.94,0,1,0.19011846314212977,poor
5.620513353480286,3.6645362142508526,0,9948,9,61,1,low,weekday,21.69,0,1,0.08994632378820866,poor
7.224867688941848,1.6847761146339353,0,4383,8,0,0,medium,weekday,0.53,0,0,0.4375656882348029,poor
8.74000285793075,2.5249249393014166,1,5438,5,0,0,low,weekend,21.54,0,0,0.6467856598694061,good
8.14789575750289,3.549052029493221,1,6286,8,30,1,low,weekend,20.54,0,1,0.39807852756233764,poor
5.0368742454710285,1.7520955167205645,1,2911,10,7,0,high,weekday,23.88,1,0,0.0,poor
5.762964829287078,4.373822898406256,1,6680,10,0,0,low,weekday,21.57,0,0,0.017313690115431823,poor
8.17596398498527,4.937877410694242,1,843,9,14,0,medium,weekday,21.18,0,0,0.3066548528766072,poor
5.771890758077113,1.3591919020299927,4,9140,8,16,0,low,weekday,21.22,0,1,0.0,poor
6.719208562503719,1.6747290258047458,0,6139,2,0,0,low,weekend,22.48,1,0,0.3413324692228842,poor
7.68756512378069,1.0568670264115814,1,4437,2,0,0,low,weekend,20.45,0,0,0.4612293826921994,poor
5.789569431420456,2.482055882070361,1,3496,3,21,1,low,weekday,23.89,1,0,0.09134962541616853,poor
7.13171938268245,3.1428298904437115,4,5296,7,0,0,low,weekend,23.72,1,0,0.049176614254868856,poor
5.332468131352244,1.8930661930597736,0,8064,9,0,0,low,weekday,23.72,1,1,0.08032228072502046,poor
6.248290445060983,3.078686842342916,0,7643,8,26,0,low,weekend,0.81,0,0,0.25056976590170543,poor
7.3997274176781715,1.6378796712561425,0,3883,9,62,0,low,weekend,0.46,0,1,0.7493096038559943,good
5.008757833085413,1.682770606053631,3,3461,6,43,0,medium,weekday,21.64,0,1,0.00925643698524059,poor
7.550593422450499,3.262732309892634,0,7970,1,55,1,medium,weekday,0.01,0,1,0.6952139055006664,good
6.975452751341648,1.7768848841609666,0,3832,4,0,1,medium,weekday,0.67,0,0,0.2551597619434971,poor
7.690612443021434,2.3797442446567985,0,6179,6,0,0,low,weekend,0.22,0,0,0.5593082279716756,good
7.279892667580826,3.3474577901874616,0,6371,6,25,0,high,weekend,0.33,0,0,0.45086346399604804,poor
8.705175537467305,3.0458812321501485,1,6936,8,45,1,low,weekday,22.77,1,1,0.5149729172402149,good
7.156530628309884,1.6574364240046582,0,8574,1,40,0,low,weekday,22.03,1,1,0.7185379080472056,good
6.463243073593434,5.28380294290849,0,2211,2,0,0,low,weekday,22.65,1,0,0.16750911148868064,poor
7.1528718787903545,3.7772261307949657,1,266,2,53,0,medium,weekend,21.95,0,1,0.4381151663929206,poor
7.679122536295485,3.00214710847186,1,4297,6,22,1,medium,weekday,0.51,0,0,0.20253425585550278,poor
7.06107508790713,0.9273365362320245,1,11404,7,44,0,low,weekday,23.28,1,1,0.3919859595148303,poor
7.050739614004853,2.720217867494342,2,12066,2,9,1,low,weekday,0.24,0,1,0.07672304055393397,poor
6.122510390241556,1.4727084874400813,1,11493,5,0,0,medium,weekend,20.83,0,1,0.16225311785669638,poor
6.171373853061315,3.583990065980021,1,5421,6,46,0,low,weekend,22.33,1,1,0.07807348303387829,poor
5.246743410250383,0.04544675446042111,1,653,4,36,0,low,weekday,21.46,0,1,0.09327418357538642,poor
9.186970928983675,2.0357288199223325,0,0,1,0,0,low,weekday,20.56,0,0,0.9472392893114652,good
5.445170955760894,1.5961197470302761,1,4157,3,8,1,low,weekday,23.45,1,0,0.030143437713242016,poor
6.133868502755115,4.3851504816708875,0,5405,10,42,0,low,weekend,21.4,0,1,0.22247183722337016,poor
6.101990918038503,0.3513604406076626,2,9901,9,30,0,medium,weekday,22.44,1,1,0.03892203936167016,poor
8.118655471180551,2.5891326536099664,1,8603,6,37,0,low,weekday,21.54,0,1,0.6899264794958243,good
6.631312902134965,3.7445737734510294,1,6682,2,11,0,low,weekday,22.39,1,0,0.13089947194674534,poor
8.559677590842167,8.09436959883784,0,3330,9,60,0,low,weekday,23.88,1,1,0.6147824083302553,good
6.158136719695165,1.6783015906672905,3,3117,4,22,0,high,weekday,21.56,0,0,0.002681881929959218,poor
7.348742702779752,3.1824179556088077,2,6762,8,0,0,low,weekday,22.32,1,0,0.04131829590723246,poor
5.955816183425304,0.3812066819200328,2,8091,10,27,1,low,weekday,23.79,1,1,0.004415269650277609,poor
9.681436409716735,2.489247988685533,1,7175,7,40,0,low,weekday,0.02,0,1,0.9583941083798906,good
5.515501976213109,5.54706391098849,1,2896,3,32,1,medium,weekday,22.41,1,1,0.03295069510164361,poor
7.387275887783784,8.146059393698096,1,7952,8,14,0,low,weekday,23.44,1,0,0.08973450217913304,poor
7.792221101165123,3.4040143549480457,1,7277,4,0,0,low,weekday,0.23,0,0,0.4081715254981705,poor
7.517248871814373,0.5250210833261487,1,2788,2,8,0,low,weekday,21.41,0,0,0.44791234939382407,poor
6.768390426402864,6.15103901797808,0,3647,5,11,1,low,weekday,21.93,0,0,0.10731342486868067,poor
6.837724125333217,0.530408306612614,0,8065,1,8,0,low,weekend,22.44,1,1,0.6209861498833744,good
7.054764339973887,0.8409409765098572,1,5296,8,40,1,medium,weekday,23.67,1,1,0.14129050575307422,poor
6.8162474979643894,6.502343671942331,0,10767,8,16,0,high,weekday,23.28,1,1,0.20390803952672876,poor
8.204848895993637,2.35154639498818,0,7503,3,59,0,medium,weekday,23.1,1,1,0.8774848213889135,good
9.76315375198919,1.5228316452539326,0,4540,1,19,0,medium,weekend,21.46,0,0,0.9032717594424118,good
6.303135268740208,4.111765679675537,2,5969,4,55,0,low,weekday,0.31,0,1,0.06361591017005086,poor
5.287746275526153,2.831842672188281,3,6190,9,30,0,medium,weekday,22.25,1,1,0.0326477364777229,poor
6.889647439560932,5.214086454019249,1,3814,9,31,1,medium,weekday,22.6,1,1,0.04652863447430633,poor
10.224636672067899,2.930550677643701,1,3262,1,7,1,medium,weekday,23.29,1,0,0.8172275241857033,good
5.995406790037837,2.980737510290573,2,8104,7,0,1,low,weekend,1.96,0,1,0.056032769040683994,poor
9.048896006805084,5.088972057240596,2,8535,6,23,1,low,weekday,22.04,1,1,0.3875568244610731,poor
9.097126017595551,2.326583856106982,0,7811,7,67,1,high,weekend,21.96,0,1,0.9123466703860782,good
6.308014697865007,1.1447995684243206,2,10545,7,13,1,high,weekday,22.44,1,1,0.037822681887951015,poor
7.7112288489815946,4.278080055968966,1,4374,8,9,0,low,weekend,0.74,0,0,0.2878874299006643,poor
9.035495778910672,1.976504642412294,0,11022,8,20,0,high,weekday,23.22,1,1,0.9260153759015185,good
6.526090323765641,3.106689584013374,0,3297,10,69,0,medium,weekend,23.56,1,1,0.3084731835323158,poor
6.745524549872048,0.28477990836299805,0,2961,2,44,0,low,weekday,0.21,0,1,0.7208866876475355,good
6.272898857564195,2.2527493525140483,1,720,4,55,1,low,weekday,0.69,0,1,0.1040058259884894,poor
5.731554086633917,1.6167639360458121,2,4662,4,0,0,low,weekday,22.0,1,0,0.016409243471363966,poor
6.188403068667491,0.2729935468151688,0,4488,10,4,0,low,weekend,23.78,1,0,0.11219282043612921,poor
5.4700746665471796,2.308954915764035,0,7577,8,5,0,high,weekday,0.73,0,0,0.05455563398765706,poor
7.042604335324032,2.37038635013519,1,6731,3,53,0,low,weekday,23.31,1,1,0.36380656771167197,poor
6.0375334611766975,3.27313832972469,0,2421,3,41,0,medium,weekday,21.77,0,1,0.3466212932401713,poor
7.292232389738435,5.484276741671507,2,4821,2,51,0,medium,weekend,21.48,0,1,0.19587524899068376,poor
5.055130442245466,4.897519538073572,1,4885,1,0,0,low,weekday,23.68,1,0,0.06106421199292,poor
7.4136002902680715,1.7143867657458522,2,672,8,52,0,low,weekday,21.27,0,1,0.2567731913833857,poor
8.041911202011155,2.8771000377593907,1,3057,9,41,0,medium,weekend,21.78,0,1,0.6356053697706623,good
4.507830446785681,3.619918906736733,0,3687,9,1,0,low,weekend,22.27,1,0,0.025328858708622892,poor
7.467570712309465,1.7558638150169048,1,10300,8,20,0,medium,weekday,23.42,1,1,0.3729523552235975,poor
8.534586240591615,0.5866939139014119,0,6574,5,2,0,low,weekend,23.88,1,0,0.777766239221455,good
5.487948726635993,2.1176426710553145,0,7986,1,22,0,low,weekday,21.93,0,0,0.22340147312280756,poor
9.090715483547129,5.640134799062042,1,1504,9,36,1,low,weekday,21.05,0,1,0.49182911795080586,poor
7.523773761707557,0.555500774788515,1,9582,6,60,0,low,weekend,0.22,0,1,0.6963570633186262,good
6.118735180301989,1.0369143971134995,0,9903,7,1,1,low,weekend,0.01,0,1,0.17743884416252387,poor
